wanted,position,positionid,from,start,end
Q21093010,Minister of Labour,Q109120603,Q107452346,2021-07-07,2021-11-11
Q104223812,Minister of Agriculture,Q106618417,Q20995417,2015-07-23,2017-05-24
Q2821166,Minister of Trade and Export Promotion,Q109649688,Q26036592,2015-07-23,2017-01-19
